system   D            wsystem.c:583  maybe_parent_dir                 [   0.00044] Also searching C:\Users\Luis\documents\GitHub\DroneWars1.0\
display  D   display_settings.c:191  debug_display_settings           [   0.02259] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02260] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02260] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02261] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02262] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02263] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02264] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02265] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02265] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02266] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02267] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02268] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02269] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02270] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02271] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02272] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02272] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02273] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02274] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02275] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02276] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02277] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02278] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02278] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02279] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02280] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02281] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02282] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02283] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02284] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02284] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02285] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02286] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02287] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02288] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02289] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02289] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02290] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02291] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02292] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02293] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02294] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02295] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02295] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02296] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02297] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02298] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02299] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02300] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02301] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02301] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02302] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02303] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02304] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02305] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02306] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02307] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02307] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02308] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02309] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02310] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02311] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02312] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02313] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02313] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02314] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02315] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02316] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02317] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02318] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02318] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02319] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02320] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02321] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.02326] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.02360] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.02362] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.03166] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.07511] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.07514] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.07516] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.07522] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.07524] Returning d3d_display: 00A45D00
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.07525] al_display=00A45D00
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.07526] al_display->vt=00A45C38
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.07746] Font Arcade.ttf loaded with pixel size 0 x 16.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.07747]     ascent=13.0, descent=-4.0, height=16.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.07749] added dtor for object 046266A0, func 55581B3B
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.07774] Font Arcade.ttf loaded with pixel size 0 x 16.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.07775]     ascent=13.0, descent=-4.0, height=16.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.07776] added dtor for object 046295E8, func 55581B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.07931] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.07934] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.07934] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.07935] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.07936] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.07936] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.07937] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.07938] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.07938] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.07939] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.07940] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.07941] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.07941] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.07973] added dtor for object 0462BCB0, func 55582595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.07999] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.08000] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08256] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08257] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08258] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08259] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08259] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08260] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08261] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08261] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08262] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.08263] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.08263] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.08264] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.08265] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.08281] added dtor for object 04639DB0, func 55582595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.08294] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.08296] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08366] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08368] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08369] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08369] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08370] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08371] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08371] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08372] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08373] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.08373] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.08374] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.08375] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.08376] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.08403] added dtor for object 0463BCF8, func 55582595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.08429] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.08430] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08628] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08630] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08630] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08631] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08632] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08633] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08633] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08634] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08635] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.08635] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.08636] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.08637] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.08637] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.08658] added dtor for object 0463AD28, func 55582595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.08670] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.08672] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08749] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08750] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08751] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08752] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08753] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08754] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08755] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08755] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08756] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.08757] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.08757] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.08758] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.08759] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.08778] added dtor for object 0463A418, func 55582595
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08798] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08799] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08799] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08800] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08801] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08801] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08802] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08803] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.08803] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.08804] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.08805] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.08806] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.08806] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.08831] added dtor for object 04674A60, func 55582595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.08842] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.08843] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09023] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09024] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09025] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09026] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09027] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09027] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09028] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09029] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09029] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.09030] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.09031] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.09031] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.09032] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.09045] added dtor for object 04674880, func 55582595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.09053] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.09054] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09139] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09140] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09141] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09141] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09142] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09143] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09143] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09144] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09145] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.09145] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.09146] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.09147] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.09147] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.09161] added dtor for object 04674770, func 55582595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.09170] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.09172] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09258] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09259] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09260] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09261] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09261] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09262] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09263] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09263] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09264] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.09265] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.09265] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.09266] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.09267] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.09282] added dtor for object 046799A0, func 55582595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.09289] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.09290] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09382] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09383] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09383] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09384] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09385] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09385] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09386] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09387] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.09388] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.09388] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.09389] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.09390] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.09391] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.09497] added dtor for object 04679538, func 55582595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.11016] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.11018] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12835] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12836] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12837] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12838] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12838] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12839] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12840] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12840] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12841] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.12842] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.12842] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.12843] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.12844] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13282] added dtor for object 046ADCF0, func 55582595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.15142] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.15145] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.16911] added dtor for object 045F4BC0, func 555827A7
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17010] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17012] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17065] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17066] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17146] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17147] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17164] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17165] _al_d3d_sync_bitmap (video) ref count == 1
